Date	Session	Exercise ID	Exercise Name	1RM	Total Weight Lifted	Max Weight Lifted	Weight Units	Set	Weight	Reps	Time From	Time To	Time Total	Distance	Distance Units	Angle	Calories	Average Heart Rate	Max Heart Rate	Notes
2025-05-28	1	113						4	225.00	8										
2025-05-28	1	1551852276	"Legs Precor Press"	432.2	12,000.0	300.0	lb	1	200.00	15										""
2025-05-28	1	1551852276						2	300.00	12										
2025-05-28	1	1551852276						3	300.00	10										
2025-05-28	1	1551852276						4	300.00	8										
2025-05-28	1	145	"Angled Calf Presses"	533.5	14,100.0	400.0	lb	1	300.00	15										""
2025-05-28	1	145						2	400.00	10										
2025-05-28	1	145						3	400.00	8										
2025-05-28	1	145						4	400.00	6										
2025-05-28	1	-1788024542	"Legs Glute Precor Extension"	173.4	4,920.0	130.0	lb	1	90.00	20										""
2025-05-28	1	-1788024542						2	130.00	10										
2025-05-28	1	-1788024542						3	130.00	8										
2025-05-28	1	-1788024542						4	130.00	6										
2025-05-28	1	1358989622	"Legs Ham Precor Curl"	230.5	7,400.0	160.0	lb	1	130.00	20										""
2025-05-28	1	1358989622						2	160.00	12										
2025-05-28	1	1358989622						3	160.00	10										
2025-05-28	1	1358989622						4	160.00	8										
2025-05-28	1	1257704043	"Legs Quad Precor Entension"	352.9	9,750.0	245.0	lb	1	160.00	15										""
2025-05-28	1	1257704043						2	245.00	12										
2025-05-28	1	1257704043						3	245.00	10										
2025-05-28	1	1257704043						4	245.00	8										
2025-05-28	1	-512140207	"Back Precor Extension"	295.3	8,550.0	205.0	lb	1	160.00	15										""
2025-05-28	1	-512140207						2	205.00	12										
2025-05-28	1	-512140207						3	205.00	10										
2025-05-28	1	-512140207						4	205.00	8										
2025-05-28	1	-906318033	"Outer thigh Precor (Machine, Seated)"	259.3	8,560.0	180.0	lb	1	140.00	20										""
2025-05-28	1	-906318033						2	180.00	12										
2025-05-28	1	-906318033						3	180.00	10										
2025-05-28	1	-906318033						4	180.00	10										
2025-05-28	1	1376818569	"Inner thigh Precor (Machine, Seated)"	266.7	8,000.0	200.0	lb	1	160.00	20										""
2025-05-28	1	1376818569						2	200.00	10										
2025-05-28	1	1376818569						3	200.00	8										
2025-05-28	1	1376818569						4	200.00	6										
2025-05-29	1	74	"Front Raises (Dumbbell)"	86.4	1,800.0	60.0	lb	1	60.00	12										""
2025-05-29	1	74						2	60.00	10										
2025-05-29	1	74						3	60.00	8										
2025-05-29	1	76	"Lateral Raises (Dumbbell)"	53.3	960.0	40.0	lb	1	40.00	10										""
2025-05-29	1	76						2	40.00	8										
2025-05-29	1	76						3	40.00	6										
2025-05-29	1	-1603362153	"Delt Precor Press"	297.5	8,880.0	190.0	lb	1	140.00	20										""
2025-05-29	1	-1603362153						2	190.00	14										
2025-05-29	1	-1603362153						3	190.00	10										
2025-05-29	1	-1603362153						4	190.00	8										
2025-05-29	1	-1679107088	"Tri Pecor Cable Down"	158.5	4,650.0	110.0	lb	1	90.00	15										""
2025-05-29	1	-1679107088						2	110.00	12										
2025-05-29	1	-1679107088						3	110.00	10										
2025-05-29	1	-1679107088						4	110.00	8										
2025-05-29	1	18	"Triceps Kickbacks (Dumbbell)"	64.8	1,350.0	45.0	lb	1	45.00	12										""
2025-05-29	1	18						2	45.00	10										
2025-05-29	1	18						3	45.00	8										
2025-05-29	1	250	"Machine Seated Rear Raises"	226.7	6,680.0	170.0	lb	1	130.00	20										""
2025-05-29	1	250						2	170.00	10										
2025-05-29	1	250						3	170.00	8										
2025-05-29	1	250						4	170.00	6										
2025-05-29	1	1051563442	"Pec Precor Fly"	331.3	10,300.0	230.0	lb	1	170.00	20										""
2025-05-29	1	1051563442						2	230.00	12										
2025-05-29	1	1051563442						3	230.00	10										
2025-05-29	1	1051563442						4	230.00	8										
2025-05-29	1	619794490	"Pec Precor Press"	280.1	8,040.0	210.0	lb	1	150.00	20										""
2025-05-29	1	619794490						2	210.00	10										
2025-05-29	1	619794490						3	210.00	8										
2025-05-29	1	619794490						4	210.00	6										
2025-05-29	1	-1468095461	"Rotator, Cuft Flyers cable external"	26.1	135.0	22.5	lb	1	22.50	6										""
2025-05-29	1	293	"Bench Press (Smith Machine)"	273.7	7,800.0	190.0	lb	1	140.00	15										""
2025-05-29	1	293						2	190.00	12										
2025-05-29	1	293						3	190.00	10										
2025-05-29	1	293						4	190.00	8										
2025-05-29	1	296	"Bench Press (Smith Machine, Incline)"	235.9	5,900.0	190.0	lb	1	140.00	15										""
2025-05-29	1	296						2	190.00	8										
2025-05-29	1	296						3	190.00	6										
2025-05-29	1	296						4	190.00	6										
2025-05-29	1	-1120823723	"CCW Wrist Curls rope"	10.6	30.0	10.0	lb	1	10.00	3										""
2025-05-29	1	-1120823723						2	0.00	0										
2025-05-29	1	-1120823723						3	0.00	0										
2025-05-30	1	1818329018	"Abs Precor"	288.1	8,400.0	200.0	lb	1	160.00	15										""
2025-05-30	1	1818329018						2	200.00	12										
2025-05-30	1	1818329018						3	200.00	10										
2025-05-30	1	1818329018						4	200.00	8										
2025-05-30	1	57748762	"Oblique Precor Machine"	237.7	5,280.0	165.0	lb	1	165.00	12										""
2025-05-30	1	57748762						2	165.00	10										
2025-05-30	1	57748762						3	165.00	10										
2025-05-30	1	299	"Leg-Hip Raises (Parallel Bar)"	134.0	2,790.8	93.0	lb	1	35.00	12										""
2025-05-30	1	299						2	35.00	10										
2025-05-30	1	299						3	35.00	8										
2025-05-30	1	2040265246	"Bi Precor Curls"	139.4	3,120.0	120.0	lb	1	80.00	15										""
2025-05-30	1	2040265246						2	120.00	6										
2025-05-30	1	2040265246						3	120.00	6										
2025-05-30	1	2040265246						4	120.00	4										
2025-05-30	1	1950531978	"Bi Arm Curls (Dumbbell, Standing) 1"	129.6	2,700.0	90.0	lb	1	90.00	12										""
2025-05-30	1	1950531978						2	90.00	10										
2025-05-30	1	1950531978						3	90.00	8										
2025-05-30	1	1950531978						4	0.00	0										
2025-05-30	1	278	"Bent Over Row (Smith Machine)"	261.3	5,475.0	225.0	lb	1	140.00	15										""
2025-05-30	1	278						2	225.00	6										
2025-05-30	1	278						3	225.00	5										
2025-05-30	1	278						4	225.00	4										
2025-05-30	1	287	"Shrugs (Smith Machine)"	391.1	9,675.0	315.0	lb	1	225.00	15										""
2025-05-30	1	287						2	315.00	8										
2025-05-30	1	287						3	315.00	6										
2025-05-30	1	287						4	315.00	6										
2025-05-30	1	1432726018	"Rotator, Cuft Flyers internal"	240.1	5,640.0	180.0	lb	1	120.00	20										""
2025-05-30	1	1432726018						2	180.00	10										
2025-05-30	1	1432726018						3	180.00	8										
2025-05-30	1	-732744357	"Mid Back Precor Cable Row"	226.7	5,730.0	170.0	lb	1	110.00	15										""
2025-05-30	1	-732744357						2	170.00	10										
2025-05-30	1	-732744357						3	170.00	8										
2025-05-30	1	-732744357						4	170.00	6										
2025-05-30	1	-1170200923	"Lats Precor Down"	280.1	7,840.0	210.0	lb	1	140.00	20										""
2025-05-30	1	-1170200923						2	210.00	10										
2025-05-30	1	-1170200923						3	210.00	8										
2025-05-30	1	-1170200923						4	210.00	6										
2025-05-30	1	-1795718617	"Wrist Curls rope"	10.6	30.0	10.0	lb	1	10.00	3										""
2025-05-30	1	-1795718617						2	0.00	0										
2025-05-30	1	-1795718617						3	0.00	0										
2025-05-31	1	113	"Squats (Smith Machine)"	300.1	7,950.0	225.0	lb	1	140.00	15										""
2025-05-31	1	113						2	225.00	10										
2025-05-31	1	113						3	225.00	8										
2025-05-31	1	113						4	225.00	8										
2025-05-31	1	1551852276	"Legs Precor Press"	432.2	12,000.0	300.0	lb	1	200.00	15										""
2025-05-31	1	1551852276						2	300.00	12										
2025-05-31	1	1551852276						3	300.00	10										
2025-05-31	1	1551852276						4	300.00	8										
2025-05-31	1	145	"Angled Calf Presses"	533.5	14,100.0	400.0	lb	1	300.00	15										""
2025-05-31	1	145						2	400.00	10										
2025-05-31	1	145						3	400.00	8										
2025-05-31	1	145						4	400.00	6										
2025-05-31	1	-1788024542	"Legs Glute Precor Extension"	173.4	4,920.0	130.0	lb	1	90.00	20										""
2025-05-31	1	-1788024542						2	130.00	10										
2025-05-31	1	-1788024542						3	130.00	8										
2025-05-31	1	-1788024542						4	130.00	6										
2025-05-31	1	1358989622	"Legs Ham Precor Curl"	230.5	7,400.0	160.0	lb	1	130.00	20										""
2025-05-31	1	1358989622						2	160.00	12										
2025-05-31	1	1358989622						3	160.00	10										
2025-05-31	1	1358989622						4	160.00	8										
2025-05-31	1	-512140207	"Back Precor Extension"	295.3	8,550.0	205.0	lb	1	160.00	15										""
2025-05-31	1	-512140207						2	205.00	12										
2025-05-31	1	-512140207						3	205.00	10										
2025-05-31	1	-512140207						4	205.00	8										
2025-05-31	1	1376818569	"Inner thigh Precor (Machine, Seated)"	266.7	8,000.0	200.0	lb	1	160.00	20										""
2025-05-31	1	1376818569						2	200.00	10										
2025-05-31	1	1376818569						3	200.00	8										
2025-05-31	1	1376818569						4	200.00	6										
2025-05-31	1	-906318033	"Outer thigh Precor (Machine, Seated)"	259.3	8,560.0	180.0	lb	1	140.00	20										""
2025-05-31	1	-906318033						2	180.00	12										
2025-05-31	1	-906318033						3	180.00	10										
2025-05-31	1	-906318033						4	180.00	10										
2025-05-31	1	1257704043	"Legs Quad Precor Entension"	352.9	9,750.0	245.0	lb	1	160.00	15										""
2025-05-31	1	1257704043						2	245.00	12										
2025-05-31	1	1257704043						3	245.00	10										
2025-05-31	1	1257704043						4	245.00	8										
2025-06-02	1	74	"Front Raises (Dumbbell)"	86.4	1,800.0	60.0	lb	1	60.00	12										""
2025-06-02	1	74						2	60.00	10										
2025-06-02	1	74						3	60.00	8										
2025-06-02	1	76	"Lateral Raises (Dumbbell)"	53.3	960.0	40.0	lb	1	40.00	10										""
2025-06-02	1	76						2	40.00	8										
2025-06-02	1	76						3	40.00	6										
2025-06-02	1	-1679107088	"Tri Pecor Cable Down"	158.5	4,650.0	110.0	lb	1	90.00	15										""
2025-06-02	1	-1679107088						2	110.00	12										
2025-06-02	1	-1679107088						3	110.00	10										
2025-06-02	1	-1679107088						4	110.00	8										
2025-06-02	1	-1603362153	"Delt Precor Press"	273.7	8,500.0	190.0	lb	1	140.00	20										""
2025-06-02	1	-1603362153						2	190.00	12										
2025-06-02	1	-1603362153						3	190.00	10										
2025-06-02	1	-1603362153						4	190.00	8										
2025-06-02	1	18	"Triceps Kickbacks (Dumbbell)"	64.8	1,350.0	45.0	lb	1	45.00	12										""
2025-06-02	1	18						2	45.00	10										
2025-06-02	1	18						3	45.00	8										
2025-06-02	1	-1468095461	"Rotator, Cuft Flyers cable external"	26.1	135.0	22.5	lb	1	22.50	6										""
2025-06-02	1	250	"Machine Seated Rear Raises"	226.7	6,680.0	170.0	lb	1	130.00	20										""
2025-06-02	1	250						2	170.00	10										
2025-06-02	1	250						3	170.00	8										
2025-06-02	1	250						4	170.00	6										
2025-06-02	1	1051563442	"Pec Precor Fly"	331.3	10,300.0	230.0	lb	1	170.00	20										""
2025-06-02	1	1051563442						2	230.00	12										
2025-06-02	1	1051563442						3	230.00	10										
2025-06-02	1	1051563442						4	230.00	8										
2025-06-02	1	619794490	"Pec Precor Press"	280.1	8,040.0	210.0	lb	1	150.00	20										""
2025-06-02	1	619794490						2	210.00	10										
2025-06-02	1	619794490						3	210.00	8										
2025-06-02	1	619794490						4	210.00	6										
2025-06-02	1	293	"Bench Press (Smith Machine)"	273.7	7,800.0	190.0	lb	1	140.00	15										""
2025-06-02	1	293						2	190.00	12										
2025-06-02	1	293						3	190.00	10										
2025-06-02	1	293						4	190.00	8										
2025-06-02	1	296	"Bench Press (Smith Machine, Incline)"	235.9	5,900.0	190.0	lb	1	140.00	15										""
2025-06-02	1	296						2	190.00	8										
2025-06-02	1	296						3	190.00	6										
2025-06-02	1	296						4	190.00	6										
2025-06-03	1	1818329018	"Abs Precor"	288.1	8,400.0	200.0	lb	1	160.00	15										""
2025-06-03	1	1818329018						2	200.00	12										
2025-06-03	1	1818329018						3	200.00	10										
2025-06-03	1	1818329018						4	200.00	8										
2025-06-03	1	299	"Leg-Hip Raises (Parallel Bar)"	133.9	2,788.4	92.9	lb	1	35.00	12										""
2025-06-03	1	299						2	35.00	10										
2025-06-03	1	299						3	35.00	8										
2025-06-03	1	2040265246	"Bi Precor Curls"	139.4	3,000.0	120.0	lb	1	80.00	15										""
2025-06-03	1	2040265246						2	120.00	6										
2025-06-03	1	2040265246						3	120.00	5										
2025-06-03	1	2040265246						4	120.00	4										
2025-06-03	1	1950531978	"Bi Arm Curls (Dumbbell, Standing) 1"	129.6	2,700.0	90.0	lb	1	90.00	12										""
2025-06-03	1	1950531978						2	90.00	10										
2025-06-03	1	1950531978						3	90.00	8										
2025-06-03	1	1950531978						4	0.00	0										
2025-06-03	1	1432726018	"Rotator, Cuft Flyers internal"	240.1	5,640.0	180.0	lb	1	120.00	20										""
2025-06-03	1	1432726018						2	180.00	10										
2025-06-03	1	1432726018						3	180.00	8										
2025-06-03	1	-1170200923	"Lats Precor Down"	280.1	7,840.0	210.0	lb	1	140.00	20										""
2025-06-03	1	-1170200923						2	210.00	10										
2025-06-03	1	-1170200923						3	210.00	8										
2025-06-03	1	-1170200923						4	210.00	6										
2025-06-03	1	-732744357	"Mid Back Precor Cable Row"	226.7	5,730.0	170.0	lb	1	110.00	15										""
2025-06-03	1	-732744357						2	170.00	10										
2025-06-03	1	-732744357						3	170.00	8										
2025-06-03	1	-732744357						4	170.00	6										
2025-06-03	1	-1795718617	"Wrist Curls rope"	10.6	30.0	10.0	lb	1	10.00	3										""
2025-06-03	1	-1795718617						2	0.00	0										
2025-06-03	1	-1795718617						3	0.00	0										
2025-06-03	1	278	"Bent Over Row (Smith Machine)"	235.9	5,900.0	190.0	lb	1	140.00	15										""
2025-06-03	1	278						2	190.00	8										
2025-06-03	1	278						3	190.00	6										
2025-06-03	1	278						4	190.00	6										
2025-06-03	1	287	"Shrugs (Smith Machine)"	391.1	9,675.0	315.0	lb	1	225.00	15										""
2025-06-03	1	287						2	315.00	8										
2025-06-03	1	287						3	315.00	6										
2025-06-03	1	287						4	315.00	6										
2025-06-04	1	-1788024542	"Legs Glute Precor Extension"	173.4	4,920.0	130.0	lb	1	90.00	20										""
2025-06-04	1	-1788024542						2	130.00	10										
2025-06-04	1	-1788024542						3	130.00	8										
2025-06-04	1	-1788024542						4	130.00	6										
2025-06-04	1	1551852276	"Legs Precor Press"	432.2	12,000.0	300.0	lb	1	200.00	15										""
2025-06-04	1	1551852276						2	300.00	12										
2025-06-04	1	1551852276						3	300.00	10										
2025-06-04	1	1551852276						4	300.00	8										
2025-06-04	1	145	"Angled Calf Presses"	576.2	17,300.0	400.0	lb	1	300.00	15										""
2025-06-04	1	145						2	400.00	12										
2025-06-04	1	145						3	400.00	10										
2025-06-04	1	145						4	400.00	10										
2025-06-04	1	113	"Squats (Smith Machine)"	300.1	7,950.0	225.0	lb	1	140.00	15										""
2025-06-04	1	113						2	225.00	10										
2025-06-04	1	113						3	225.00	8										
2025-06-04	1	113						4	225.00	8										
2025-06-04	1	1257704043	"Legs Quad Precor Entension"	352.9	10,550.0	245.0	lb	1	160.00	20										""
2025-06-04	1	1257704043						2	245.00	12										
2025-06-04	1	1257704043						3	245.00	10										
2025-06-04	1	1257704043						4	245.00	8										
2025-06-04	1	1358989622	"Legs Ham Precor Curl"	230.5	7,400.0	160.0	lb	1	130.00	20										""
2025-06-04	1	1358989622						2	160.00	12										
2025-06-04	1	1358989622						3	160.00	10										
2025-06-04	1	1358989622						4	160.00	8										
2025-06-04	1	-512140207	"Back Precor Extension"	295.3	8,550.0	205.0	lb	1	160.00	15										""
2025-06-04	1	-512140207						2	205.00	12										
2025-06-04	1	-512140207						3	205.00	10										
2025-06-04	1	-512140207						4	205.00	8										
2025-06-04	1	1376818569	"Inner thigh Precor (Machine, Seated)"	266.7	8,000.0	200.0	lb	1	160.00	20										""
2025-06-04	1	1376818569						2	200.00	10										
2025-06-04	1	1376818569						3	200.00	8										
2025-06-04	1	1376818569						4	200.00	6										
2025-06-04	1	-906318033	"Outer thigh Precor (Machine, Seated)"	259.3	9,260.0	180.0	lb	1	140.00	25										""
2025-06-04	1	-906318033						2	180.00	12										
2025-06-04	1	-906318033						3	180.00	10										
2025-06-04	1	-906318033						4	180.00	10										
2025-06-04	1	-614845531	"Neck harness back"	100.8	3,000.0	70.0	lb	1	60.00	15										""
2025-06-04	1	-614845531						2	70.00	12										
2025-06-04	1	-614845531						3	70.00	10										
2025-06-04	1	-614845531						4	70.00	8										
2025-06-04	1	443570520	"Neck harness front"	57.6	1,650.0	40.0	lb	1	30.00	15										""
2025-06-04	1	443570520						2	40.00	12										
2025-06-04	1	443570520						3	40.00	10										
2025-06-04	1	443570520						4	40.00	8										
2025-06-05	1	74	"Front Raises (Dumbbell)"	86.4	1,800.0	60.0	lb	1	60.00	12										""
2025-06-05	1	74						2	60.00	10										
2025-06-05	1	74						3	60.00	8										
2025-06-05	1	76	"Lateral Raises (Dumbbell)"	53.3	960.0	40.0	lb	1	40.00	10										""
2025-06-05	1	76						2	40.00	8										
2025-06-05	1	76						3	40.00	6										
2025-06-05	1	-1603362153	"Delt Precor Press"	273.7	8,500.0	190.0	lb	1	140.00	20										""
2025-06-05	1	-1603362153						2	190.00	12										
2025-06-05	1	-1603362153						3	190.00	10										
2025-06-05	1	-1603362153						4	190.00	8										
2025-06-05	1	-1679107088	"Tri Pecor Cable Down"	158.5	4,650.0	110.0	lb	1	90.00	15										""
2025-06-05	1	-1679107088						2	110.00	12										
2025-06-05	1	-1679107088						3	110.00	10										
2025-06-05	1	-1679107088						4	110.00	8										
2025-06-05	1	18	"Triceps Kickbacks (Dumbbell)"	64.8	1,350.0	45.0	lb	1	45.00	12										""
2025-06-05	1	18						2	45.00	10										
2025-06-05	1	18						3	45.00	8										
2025-06-05	1	250	"Machine Seated Rear Raises"	226.7	6,680.0	170.0	lb	1	130.00	20										""
2025-06-05	1	250						2	170.00	10										
2025-06-05	1	250						3	170.00	8										
2025-06-05	1	250						4	170.00	6										
2025-06-05	1	1051563442	"Pec Precor Fly"	331.3	10,300.0	230.0	lb	1	170.00	20										""
2025-06-05	1	1051563442						2	230.00	12										
2025-06-05	1	1051563442						3	230.00	10										
2025-06-05	1	1051563442						4	230.00	8										
2025-06-05	1	-1468095461	"Rotator, Cuft Flyers cable external"	26.1	135.0	22.5	lb	1	22.50	6										""
2025-06-05	1	293	"Bench Press (Smith Machine)"	273.7	7,800.0	190.0	lb	1	140.00	15										""
2025-06-05	1	293						2	190.00	12										
2025-06-05	1	293						3	190.00	10										
2025-06-05	1	293						4	190.00	8										
2025-06-05	1	296	"Bench Press (Smith Machine, Incline)"	235.9	5,520.0	190.0	lb	1	140.00	15										""
2025-06-05	1	296						2	190.00	8										
2025-06-05	1	296						3	190.00	6										
2025-06-05	1	296						4	190.00	4										
2025-06-05	1	-1120823723	"CCW Wrist Curls rope"	10.6	30.0	10.0	lb	1	10.00	3										""
2025-06-06	1	57748762	"Oblique Precor Machine"	237.7	5,280.0	165.0	lb	1	165.00	12										""
2025-06-06	1	57748762						2	165.00	10										
2025-06-06	1	57748762						3	165.00	10										
2025-06-06	1	2040265246	"Bi Precor Curls"	139.4	3,000.0	120.0	lb	1	80.00	15										""
2025-06-06	1	2040265246						2	120.00	6										
2025-06-06	1	2040265246						3	120.00	5										
2025-06-06	1	2040265246						4	120.00	4										
2025-06-06	1	1818329018	"Abs Precor"	288.1	8,400.0	200.0	lb	1	160.00	15										""
2025-06-06	1	1818329018						2	200.00	12										
2025-06-06	1	1818329018						3	200.00	10										
2025-06-06	1	1818329018						4	200.00	8										
2025-06-06	1	1432726018	"Rotator, Cuft Flyers internal"	240.1	5,640.0	180.0	lb	1	120.00	20										""
2025-06-06	1	1432726018						2	180.00	10										
2025-06-06	1	1432726018						3	180.00	8										
2025-06-06	1	299	"Leg-Hip Raises (Parallel Bar)"	133.9	2,788.4	92.9	lb	1	35.00	12										""
2025-06-06	1	299						2	35.00	10										
2025-06-06	1	299						3	35.00	8										
2025-06-06	1	1950531978	"Bi Arm Curls (Dumbbell, Standing) 1"	129.6	2,700.0	90.0	lb	1	90.00	12										""
2025-06-06	1	1950531978						2	90.00	10										
2025-06-06	1	1950531978						3	90.00	8										
2025-06-06	1	1950531978						4	0.00	0										
2025-06-06	1	278	"Bent Over Row (Smith Machine)"	235.9	5,900.0	190.0	lb	1	140.00	15										""
2025-06-06	1	278						2	190.00	8										
2025-06-06	1	278						3	190.00	6										
2025-06-06	1	278						4	190.00	6										
2025-06-06	1	287	"Shrugs (Smith Machine)"	391.1	9,675.0	315.0	lb	1	225.00	15										""
2025-06-06	1	287						2	315.00	8										
2025-06-06	1	287						3	315.00	6										
2025-06-06	1	287						4	315.00	6										
2025-06-06	1	-1170200923	"Lats Precor Down"	280.1	7,840.0	210.0	lb	1	140.00	20										""
2025-06-06	1	-1170200923						2	210.00	10										
2025-06-06	1	-1170200923						3	210.00	8										
2025-06-06	1	-1170200923						4	210.00	6										
2025-06-06	1	-732744357	"Mid Back Precor Cable Row"	226.7	5,730.0	170.0	lb	1	110.00	15										""
2025-06-06	1	-732744357						2	170.00	10										
2025-06-06	1	-732744357						3	170.00	8										
2025-06-06	1	-732744357						4	170.00	6										
2025-06-06	1	-1795718617	"Wrist Curls rope"	10.6	30.0	10.0	lb	1	10.00	3										""
2025-06-06	1	-1795718617						2	0.00	0										
2025-06-06	1	-1795718617						3	0.00	0										
2025-06-09	1	-1603362153	"Delt Precor Press"	273.7	8,500.0	190.0	lb	1	140.00	20										""
2025-06-09	1	-1603362153						2	190.00	12										
2025-06-09	1	-1603362153						3	190.00	10										
2025-06-09	1	-1603362153						4	190.00	8										
2025-06-09	1	-1679107088	"Tri Pecor Cable Down"	158.5	4,650.0	110.0	lb	1	90.00	15										""
2025-06-09	1	-1679107088						2	110.00	12										
2025-06-09	1	-1679107088						3	110.00	10										
2025-06-09	1	-1679107088						4	110.00	8										
2025-06-09	1	18	"Triceps Kickbacks (Dumbbell)"	64.8	1,350.0	45.0	lb	1	45.00	12										""
2025-06-09	1	18						2	45.00	10										
2025-06-09	1	18						3	45.00	8										
2025-06-09	1	293	"Bench Press (Smith Machine)"	273.7	7,800.0	190.0	lb	1	140.00	15										""
2025-06-09	1	293						2	190.00	12										
2025-06-09	1	293						3	190.00	10										
2025-06-09	1	293						4	190.00	8										
2025-06-09	1	296	"Bench Press (Smith Machine, Incline)"	235.9	5,520.0	190.0	lb	1	140.00	15										""
2025-06-09	1	296						2	190.00	8										
2025-06-09	1	296						3	190.00	6										
2025-06-09	1	296						4	190.00	4										
2025-06-09	1	250	"Machine Seated Rear Raises"	226.7	6,680.0	170.0	lb	1	130.00	20										""
2025-06-09	1	250						2	170.00	10										
2025-06-09	1	250						3	170.00	8										
2025-06-09	1	250						4	170.00	6										
2025-06-09	1	1051563442	"Pec Precor Fly"	331.3	11,150.0	230.0	lb	1	170.00	25										""
2025-06-09	1	1051563442						2	230.00	12										
2025-06-09	1	1051563442						3	230.00	10										
2025-06-09	1	1051563442						4	230.00	8										
2025-06-09	1	-1468095461	"Rotator, Cuft Flyers cable external"	26.1	135.0	22.5	lb	1	22.50	6										""
2025-06-09	1	-1120823723	"CCW Wrist Curls rope"	10.6	30.0	10.0	lb	1	10.00	3										""
2025-06-10	1	1818329018	"Abs Precor"	288.1	8,400.0	200.0	lb	1	160.00	15										""
2025-06-10	1	1818329018						2	200.00	12										
2025-06-10	1	1818329018						3	200.00	10										
2025-06-10	1	1818329018						4	200.00	8										
2025-06-10	1	57748762	"Oblique Precor Machine"	237.7	4,950.0	165.0	lb	1	165.00	12										""
2025-06-10	1	57748762						2	165.00	10										
2025-06-10	1	57748762						3	165.00	8										
2025-06-10	1	1950531978	"Bi Arm Curls (Dumbbell, Standing) 1"	129.6	2,700.0	90.0	lb	1	90.00	12										""
2025-06-10	1	1950531978						2	90.00	10										
2025-06-10	1	1950531978						3	90.00	8										
2025-06-10	1	1950531978						4	0.00	0										
2025-06-10	1	2040265246	"Bi Precor Curls"	139.4	3,000.0	120.0	lb	1	80.00	15										""
2025-06-10	1	2040265246						2	120.00	6										
2025-06-10	1	2040265246						3	120.00	5										
2025-06-10	1	2040265246						4	120.00	4										
2025-06-10	1	299	"Leg-Hip Raises (Parallel Bar)"	135.4	2,820.8	94.0	lb	1	35.00	12										""
2025-06-10	1	299						2	35.00	10										
2025-06-10	1	299						3	35.00	8										
2025-06-10	1	278	"Bent Over Row (Smith Machine)"	235.9	5,900.0	190.0	lb	1	140.00	15										""
2025-06-10	1	278						2	190.00	8										
2025-06-10	1	278						3	190.00	6										
2025-06-10	1	278						4	190.00	6										
2025-06-10	1	287	"Shrugs (Smith Machine)"	391.1	9,675.0	315.0	lb	1	225.00	15										""
2025-06-10	1	287						2	315.00	8										
2025-06-10	1	287						3	315.00	6										
2025-06-10	1	287						4	315.00	6										
2025-06-10	1	-1170200923	"Lats Precor Down"	280.1	7,840.0	210.0	lb	1	140.00	20										""
2025-06-10	1	-1170200923						2	210.00	10										
2025-06-10	1	-1170200923						3	210.00	8										
2025-06-10	1	-1170200923						4	210.00	6										
2025-06-10	1	-732744357	"Mid Back Precor Cable Row"	226.7	5,730.0	170.0	lb	1	110.00	15										""
2025-06-10	1	-732744357						2	170.00	10										
2025-06-10	1	-732744357						3	170.00	8										
2025-06-10	1	-732744357						4	170.00	6										
2025-06-10	1	-1795718617	"Wrist Curls rope"	10.6	30.0	10.0	lb	1	10.00	3										""
2025-06-10	1	-1795718617						2	0.00	0										
2025-06-10	1	-1795718617						3	0.00	0										
2025-06-11	1	-1788024542	"Legs Glute Precor Extension"	173.4	4,920.0	130.0	lb	1	90.00	20										""
2025-06-11	1	-1788024542						2	130.00	10										
2025-06-11	1	-1788024542						3	130.00	8										
2025-06-11	1	-1788024542						4	130.00	6										
2025-06-11	1	113	"Squats (Smith Machine)"	300.1	7,950.0	225.0	lb	1	140.00	15										""
2025-06-11	1	113						2	225.00	10										
2025-06-11	1	113						3	225.00	8										
2025-06-11	1	113						4	225.00	8										
2025-06-11	1	1551852276	"Legs Precor Press"	432.2	12,000.0	300.0	lb	1	200.00	15										""
2025-06-11	1	1551852276						2	300.00	12										
2025-06-11	1	1551852276						3	300.00	10										
2025-06-11	1	1551852276						4	300.00	8										
2025-06-11	1	145	"Angled Calf Presses"	576.2	17,300.0	400.0	lb	1	300.00	15										""
2025-06-11	1	145						2	400.00	12										
2025-06-11	1	145						3	400.00	10										
2025-06-11	1	145						4	400.00	10										
2025-06-11	1	1257704043	"Legs Quad Precor Entension"	352.9	10,550.0	245.0	lb	1	160.00	20										""
2025-06-11	1	1257704043						2	245.00	12										
2025-06-11	1	1257704043						3	245.00	10										
2025-06-11	1	1257704043						4	245.00	8										
2025-06-11	1	1358989622	"Legs Ham Precor Curl"	230.5	7,400.0	160.0	lb	1	130.00	20										""
2025-06-11	1	1358989622						2	160.00	12										
2025-06-11	1	1358989622						3	160.00	10										
2025-06-11	1	1358989622						4	160.00	8										
2025-06-11	1	-512140207	"Back Precor Extension"	295.3	8,550.0	205.0	lb	1	160.00	15										""
2025-06-11	1	-512140207						2	205.00	12										
2025-06-11	1	-512140207						3	205.00	10										
2025-06-11	1	-512140207						4	205.00	8										
2025-06-11	1	1376818569	"Inner thigh Precor (Machine, Seated)"	266.7	8,000.0	200.0	lb	1	160.00	20										""
2025-06-11	1	1376818569						2	200.00	10										
2025-06-11	1	1376818569						3	200.00	8										
2025-06-11	1	1376818569						4	200.00	6										
2025-06-11	1	-906318033	"Outer thigh Precor (Machine, Seated)"	259.3	8,400.0	180.0	lb	1	150.00	20										""
2025-06-11	1	-906318033						2	180.00	12										
