Date	Session	Exercise ID	Exercise Name	1RM	Total Weight Lifted	Max Weight Lifted	Weight Units	Set	Weight	Reps	Time From	Time To	Time Total	Distance	Distance Units	Angle	Calories	Average Heart Rate	Max Heart Rate	Notes
2025-01-13	1	74	"Front Raises (Dumbbell)"	66.7	1,200.0	50.0	lb	1	50.00	10										""
2025-01-13	1	74						2	50.00	8										
2025-01-13	1	74						3	50.00	6										
2025-01-13	1	76	"Lateral Raises (Dumbbell)"	49.7	760.0	40.0	lb	1	40.00	8										""
2025-01-13	1	76						2	40.00	6										
2025-01-13	1	76						3	40.00	5										
2025-01-13	1	-1603362153	"Delt Precor Press"	204.0	5,790.0	170.0	lb	1	100.00	25										""
2025-01-13	1	-1603362153						2	170.00	7										
2025-01-13	1	-1603362153						3	150.00	7										
2025-01-13	1	-1603362153						4	150.00	7										
2025-01-13	1	-1679107088	"Tri Pecor Cable Down"	127.8	3,260.0	110.0	lb	1	60.00	20										""
2025-01-13	1	-1679107088						2	110.00	6										
2025-01-13	1	-1679107088						3	100.00	6										
2025-01-13	1	-1679107088						4	100.00	8										
2025-01-13	1	1970422621	"Tri Precor Extensions"	104.5	3,120.0	90.0	lb	1	50.00	30										""
2025-01-13	1	1970422621						2	90.00	6										
2025-01-13	1	1970422621						3	90.00	6										
2025-01-13	1	1970422621						4	90.00	6										
2025-01-13	1	-1468095461	"Rotator, Cuft Flyers cable external"	26.1	135.0	22.5	lb	1	22.50	6										""
2025-01-13	1	250	"Machine Seated Rear Raises"	197.4	4,380.0	170.0	lb	1	100.00	20										""
2025-01-13	1	250						2	170.00	6										
2025-01-13	1	250						3	170.00	4										
2025-01-13	1	250						4	170.00	4										
2025-01-13	1	1051563442	"Pec Precor Fly"	255.5	6,520.0	220.0	lb	1	120.00	25										""
2025-01-13	1	1051563442						2	220.00	6										
2025-01-13	1	1051563442						3	220.00	5										
2025-01-13	1	1051563442						4	220.00	5										
2025-01-13	1	619794490	"Pec Precor Press"	220.7	4,660.0	190.0	lb	1	100.00	20										""
2025-01-13	1	619794490						2	190.00	6										
2025-01-13	1	619794490						3	190.00	4										
2025-01-13	1	619794490						4	190.00	4										
2025-01-13	1	296	"Bench Press (Smith Machine, Incline)"	185.5	3,640.0	170.0	lb	1	100.00	15										""
2025-01-13	1	296						2	170.00	4										
2025-01-13	1	296						3	170.00	2										
2025-01-13	1	296						4	140.00	8										
2025-01-13	1	153	"Reverse Wrist Curls (Barbell)"	53.3	1,040.0	40.0	lb	1	40.00	10										""
2025-01-13	1	153						2	40.00	8										
2025-01-13	1	153						3	40.00	8										
2025-01-14	1	204	"Russian Twists"	188.6	4,189.6	130.9	lb	1	45.00	12										""
2025-01-14	1	204						2	45.00	10										
2025-01-14	1	204						3	45.00	10										
2025-01-14	1	1818329018	"Abs Precor"	240.1	7,180.0	180.0	lb	1	100.00	25										""
2025-01-14	1	1818329018						2	180.00	10										
2025-01-14	1	1818329018						3	180.00	8										
2025-01-14	1	1818329018						4	180.00	8										
2025-01-14	1	299	"Leg-Hip Raises (Parallel Bar)"	126.9	2,283.5	95.1	lb	1	35.00	10										""
2025-01-14	1	299						2	35.00	8										
2025-01-14	1	299						3	35.00	6										
2025-01-14	1	2040265246	"Bi Precor Curls"	123.8	2,330.0	110.0	lb	1	60.00	15										""
2025-01-14	1	2040265246						2	110.00	5										
2025-01-14	1	2040265246						3	110.00	4										
2025-01-14	1	2040265246						4	110.00	4										
2025-01-14	1	1950531978	"Bi Arm Curls (Dumbbell, Standing) 1"	104.5	2,260.0	90.0	lb	1	40.00	25										""
2025-01-14	1	1950531978						2	90.00	6										
2025-01-14	1	1950531978						3	90.00	4										
2025-01-14	1	1950531978						4	90.00	4										
2025-01-14	1	1432726018	"Rotator, Cuft Flyers internal"	211.1	3,960.0	170.0	lb	1	70.00	25										""
2025-01-14	1	1432726018						2	170.00	8										
2025-01-14	1	1432726018						3	170.00	5										
2025-01-14	1	287	"Shrugs (Smith Machine)"	365.9	8,415.0	315.0	lb	1	225.00	15										""
2025-01-14	1	287						2	315.00	6										
2025-01-14	1	287						3	315.00	5										
2025-01-14	1	287						4	315.00	5										
2025-01-14	1	-1170200923	"Lats Precor Down"	243.9	5,770.0	210.0	lb	1	110.00	20										""
2025-01-14	1	-1170200923						2	210.00	6										
2025-01-14	1	-1170200923						3	210.00	6										
2025-01-14	1	-1170200923						4	210.00	5										
2025-01-14	1	-1498965558	"Mid Back Precor Row"	168.8	3,750.0	150.0	lb	1	100.00	15										""
2025-01-14	1	-1498965558						2	150.00	5										
2025-01-14	1	-1498965558						3	150.00	5										
2025-01-14	1	-1498965558						4	150.00	5										
2025-01-14	1	-828121428	"Lats Cable Precor Pull Down"	186.2	4,650.0	150.0	lb	1	100.00	15										""
2025-01-14	1	-828121428						2	150.00	8										
2025-01-14	1	-828121428						3	150.00	7										
2025-01-14	1	-828121428						4	150.00	6										
2025-01-14	1	-732744357	"Mid Back Precor Cable Row"	180.0	4,200.0	150.0	lb	1	100.00	15										""
2025-01-14	1	-732744357						2	150.00	7										
2025-01-14	1	-732744357						3	150.00	6										
2025-01-14	1	-732744357						4	150.00	5										
2025-01-15	1	362	"Lunges (Smith Machine)"	144.1	2,200.0	100.0	lb	1	100.00	12										""
2025-01-15	1	362						2	100.00	10										
2025-01-15	1	362						3	100.00	0										
2025-01-15	1	1257704043	"Legs Quad Precor Entension"	326.8	8,130.0	245.0	lb	1	150.00	15										""
2025-01-15	1	1257704043						2	245.00	10										
2025-01-15	1	1257704043						3	245.00	8										
2025-01-15	1	1257704043						4	245.00	6										
2025-01-15	1	1358989622	"Legs Ham Precor Curl"	197.4	5,220.0	170.0	lb	1	100.00	25										""
2025-01-15	1	1358989622						2	170.00	6										
2025-01-15	1	1358989622						3	160.00	5										
2025-01-15	1	1358989622						4	150.00	6										
2025-01-15	1	1551852276	"Legs Precor Press"	322.8	7,900.0	260.0	lb	1	180.00	15										""
2025-01-15	1	1551852276						2	260.00	8										
2025-01-15	1	1551852276						3	260.00	6										
2025-01-15	1	1551852276						4	260.00	6										
2025-01-15	1	1376818569	"Inner thigh Precor (Machine, Seated)"	223.5	6,960.0	180.0	lb	1	100.00	30										""
2025-01-15	1	1376818569						2	180.00	8										
2025-01-15	1	1376818569						3	180.00	6										
2025-01-15	1	1376818569						4	180.00	8										
2025-01-15	1	-906318033	"Outer thigh Precor (Machine, Seated)"	209.1	5,460.0	180.0	lb	1	120.00	20										""
2025-01-15	1	-906318033						2	180.00	6										
2025-01-15	1	-906318033						3	180.00	6										
2025-01-15	1	-906318033						4	180.00	5										
2025-01-15	1	101	"Leg Press (45°)"	472.7	11,850.0	365.0	lb	1	225.00	15										""
2025-01-15	1	101						2	315.00	13										
2025-01-15	1	101						3	365.00	6										
2025-01-15	1	101						4	365.00	6										
2025-01-15	1	-512140207	"Back Precor Extension"	238.1	5,690.0	205.0	lb	1	100.00	20										""
2025-01-15	1	-512140207						2	205.00	6										
2025-01-15	1	-512140207						3	205.00	6										
2025-01-15	1	-512140207						4	205.00	6										
2025-01-15	1	-1788024542	"Legs Glute Precor Extension"	106.7	3,250.0	80.0	lb	1	60.00	15										""
2025-01-15	1	-1788024542						2	70.00	13										
2025-01-15	1	-1788024542						3	80.00	10										
2025-01-15	1	-1788024542						4	80.00	8										
2025-01-16	1	74	"Front Raises (Dumbbell)"	66.7	1,200.0	50.0	lb	1	50.00	10										""
2025-01-16	1	74						2	50.00	8										
2025-01-16	1	74						3	50.00	6										
2025-01-16	1	76	"Lateral Raises (Dumbbell)"	49.7	800.0	40.0	lb	1	40.00	8										""
2025-01-16	1	76						2	40.00	6										
2025-01-16	1	76						3	40.00	6										
2025-01-16	1	-1679107088	"Tri Pecor Cable Down"	127.8	3,260.0	110.0	lb	1	60.00	20										""
2025-01-16	1	-1679107088						2	110.00	6										
2025-01-16	1	-1679107088						3	100.00	6										
2025-01-16	1	-1679107088						4	100.00	8										
2025-01-16	1	-1603362153	"Delt Precor Press"	204.0	5,610.0	170.0	lb	1	100.00	25										""
2025-01-16	1	-1603362153						2	170.00	7										
2025-01-16	1	-1603362153						3	160.00	6										
2025-01-16	1	-1603362153						4	160.00	6										
2025-01-16	1	1970422621	"Tri Precor Extensions"	104.5	3,120.0	90.0	lb	1	60.00	25										""
2025-01-16	1	1970422621						2	90.00	6										
2025-01-16	1	1970422621						3	90.00	6										
2025-01-16	1	1970422621						4	90.00	6										
2025-01-16	1	250	"Machine Seated Rear Raises"	197.4	4,880.0	170.0	lb	1	100.00	20										""
2025-01-16	1	250						2	170.00	6										
2025-01-16	1	250						3	160.00	6										
2025-01-16	1	250						4	150.00	6										
2025-01-16	1	1051563442	"Pec Precor Fly"	273.2	6,960.0	220.0	lb	1	120.00	25										""
2025-01-16	1	1051563442						2	220.00	8										
2025-01-16	1	1051563442						3	220.00	5										
2025-01-16	1	1051563442						4	220.00	5										
2025-01-16	1	296	"Bench Press (Smith Machine, Incline)"	186.7	4,860.0	140.0	lb	1	100.00	15										""
2025-01-16	1	296						2	140.00	10										
2025-01-16	1	296						3	140.00	8										
2025-01-16	1	296						4	140.00	6										
2025-01-16	1	619794490	"Pec Precor Press"	211.1	5,400.0	170.0	lb	1	100.00	20										""
2025-01-16	1	619794490						2	170.00	8										
2025-01-16	1	619794490						3	170.00	6										
2025-01-16	1	619794490						4	170.00	6										
2025-01-16	1	-1468095461	"Rotator, Cuft Flyers cable external"	26.1	135.0	22.5	lb	1	22.50	6										""
2025-01-17	1	204	"Russian Twists"	187.8	4,171.9	130.4	lb	1	45.00	12										""
2025-01-17	1	204						2	45.00	10										
2025-01-17	1	204						3	45.00	10										
2025-01-17	1	299	"Leg-Hip Raises (Parallel Bar)"	126.4	2,274.3	94.8	lb	1	35.00	10										""
2025-01-17	1	299						2	35.00	8										
2025-01-17	1	299						3	35.00	6										
2025-01-17	1	1818329018	"Abs Precor"	240.1	7,180.0	180.0	lb	1	100.00	25										""
2025-01-17	1	1818329018						2	180.00	10										
2025-01-17	1	1818329018						3	180.00	8										
2025-01-17	1	1818329018						4	180.00	8										
2025-01-17	1	2040265246	"Bi Precor Curls"	123.8	2,630.0	110.0	lb	1	60.00	20										""
2025-01-17	1	2040265246						2	110.00	5										
2025-01-17	1	2040265246						3	110.00	4										
2025-01-17	1	2040265246						4	110.00	4										
2025-01-17	1	1950531978	"Bi Arm Curls (Dumbbell, Standing) 1"	104.5	2,350.0	90.0	lb	1	50.00	20										""
2025-01-17	1	1950531978						2	90.00	6										
2025-01-17	1	1950531978						3	90.00	5										
2025-01-17	1	1950531978						4	90.00	4										
2025-01-17	1	1432726018	"Rotator, Cuft Flyers internal"	211.1	4,480.0	170.0	lb	1	70.00	30										""
2025-01-17	1	1432726018						2	170.00	8										
2025-01-17	1	1432726018						3	170.00	6										
2025-01-17	1	287	"Shrugs (Smith Machine)"	365.9	8,415.0	315.0	lb	1	225.00	15										""
2025-01-17	1	287						2	315.00	6										
2025-01-17	1	287						3	315.00	5										
2025-01-17	1	287						4	315.00	5										
2025-01-17	1	-1170200923	"Lats Precor Down"	260.7	6,610.0	210.0	lb	1	110.00	20										""
2025-01-17	1	-1170200923						2	210.00	8										
2025-01-17	1	-1170200923						3	210.00	7										
2025-01-17	1	-1170200923						4	210.00	6										
2025-01-17	1	-1498965558	"Mid Back Precor Row"	174.2	4,200.0	150.0	lb	1	100.00	15										""
2025-01-17	1	-1498965558						2	150.00	6										
2025-01-17	1	-1498965558						3	150.00	6										
2025-01-17	1	-1498965558						4	150.00	6										
2025-01-17	1	-828121428	"Lats Cable Precor Pull Down"	186.2	4,800.0	150.0	lb	1	100.00	15										""
2025-01-17	1	-828121428						2	150.00	8										
2025-01-17	1	-828121428						3	150.00	8										
2025-01-17	1	-828121428						4	150.00	6										
2025-01-17	1	-732744357	"Mid Back Precor Cable Row"	186.2	4,800.0	150.0	lb	1	100.00	15										""
2025-01-17	1	-732744357						2	150.00	8										
2025-01-17	1	-732744357						3	150.00	8										
2025-01-17	1	-732744357						4	150.00	6										
2025-01-17	1	154	"Wrist Curls (Barbell)"	62.1	1,900.0	50.0	lb	1	30.00	30										""
2025-01-17	1	154						2	50.00	8										
2025-01-17	1	154						3	50.00	6										
2025-01-17	1	154						4	50.00	6										
2025-01-18	1	362	"Lunges (Smith Machine)"	144.1	3,000.0	100.0	lb	1	100.00	12										""
2025-01-18	1	362						2	100.00	10										
2025-01-18	1	362						3	100.00	8										
2025-01-18	1	101	"Leg Press (45°)"	486.8	12,135.0	365.0	lb	1	225.00	15										""
2025-01-18	1	101						2	365.00	10										
2025-01-18	1	101						3	365.00	8										
2025-01-18	1	101						4	365.00	6										
2025-01-18	1	1257704043	"Legs Quad Precor Entension"	326.8	8,130.0	245.0	lb	1	150.00	15										""
2025-01-18	1	1257704043						2	245.00	10										
2025-01-18	1	1257704043						3	245.00	8										
2025-01-18	1	1257704043						4	245.00	6										
2025-01-18	1	1551852276	"Legs Precor Press"	346.8	8,940.0	260.0	lb	1	180.00	15										""
2025-01-18	1	1551852276						2	260.00	10										
2025-01-18	1	1551852276						3	260.00	8										
2025-01-18	1	1551852276						4	260.00	6										
2025-01-18	1	1358989622	"Legs Ham Precor Curl"	186.7	5,920.0	150.0	lb	1	100.00	25										""
2025-01-18	1	1358989622						2	150.00	6										
2025-01-18	1	1358989622						3	140.00	10										
2025-01-18	1	1358989622						4	140.00	8										
2025-01-18	1	145	"Angled Calf Presses"	533.5	17,500.0	400.0	lb	1	260.00	15										""
2025-01-18	1	145						2	300.00	15										
2025-01-18	1	145						3	340.00	15										
2025-01-18	1	145						4	400.00	10										
2025-01-18	1	-1788024542	"Legs Glute Precor Extension"	120.0	3,380.0	80.0	lb	1	60.00	15										""
2025-01-18	1	-1788024542						2	80.00	13										
2025-01-18	1	-1788024542						3	80.00	10										
2025-01-18	1	-1788024542						4	80.00	8										
2025-01-18	1	-512140207	"Back Precor Extension"	273.4	6,920.0	205.0	lb	1	100.00	20										""
2025-01-18	1	-512140207						2	205.00	10										
2025-01-18	1	-512140207						3	205.00	8										
2025-01-18	1	-512140207						4	205.00	6										
2025-01-18	1	1376818569	"Inner thigh Precor (Machine, Seated)"	240.1	7,620.0	180.0	lb	1	110.00	30										""
2025-01-18	1	1376818569						2	180.00	10										
2025-01-18	1	1376818569						3	180.00	8										
2025-01-18	1	1376818569						4	180.00	6										
2025-01-18	1	-906318033	"Outer thigh Precor (Machine, Seated)"	211.1	6,140.0	170.0	lb	1	120.00	20										""
2025-01-18	1	-906318033						2	170.00	8										
2025-01-18	1	-906318033						3	170.00	8										
2025-01-18	1	-906318033						4	170.00	6										
2025-01-23	1	74	"Front Raises (Dumbbell)"	66.7	1,200.0	50.0	lb	1	50.00	10										""
2025-01-23	1	74						2	50.00	8										
2025-01-23	1	74						3	50.00	6										
2025-01-23	1	76	"Lateral Raises (Dumbbell)"	53.3	960.0	40.0	lb	1	40.00	10										""
2025-01-23	1	76						2	40.00	8										
2025-01-23	1	76						3	40.00	6										
2025-01-23	1	-1603362153	"Delt Precor Press"	204.0	5,290.0	170.0	lb	1	100.00	25										""
2025-01-23	1	-1603362153						2	170.00	7										
2025-01-23	1	-1603362153						3	160.00	6										
2025-01-23	1	-1603362153						4	160.00	4										
2025-01-23	1	-1679107088	"Tri Pecor Cable Down"	124.2	3,900.0	100.0	lb	1	60.00	25										""
2025-01-23	1	-1679107088						2	100.00	8										
2025-01-23	1	-1679107088						3	100.00	8										
2025-01-23	1	-1679107088						4	100.00	8										
2025-01-23	1	1970422621	"Tri Precor Extensions"	104.5	3,120.0	90.0	lb	1	60.00	25										""
2025-01-23	1	1970422621						2	90.00	6										
2025-01-23	1	1970422621						3	90.00	6										
2025-01-23	1	1970422621						4	90.00	6										
2025-01-23	1	250	"Machine Seated Rear Raises"	200.1	6,140.0	170.0	lb	1	100.00	25										""
2025-01-23	1	250						2	170.00	6										
2025-01-23	1	250						3	160.00	7										
2025-01-23	1	250						4	150.00	10										
2025-01-23	1	1051563442	"Pec Precor Fly"	273.2	7,780.0	220.0	lb	1	120.00	30										""
2025-01-23	1	1051563442						2	220.00	8										
2025-01-23	1	1051563442						3	220.00	6										
2025-01-23	1	1051563442						4	220.00	5										
2025-01-23	1	619794490	"Pec Precor Press"	211.1	6,580.0	170.0	lb	1	100.00	25										""
2025-01-23	1	619794490						2	170.00	8										
2025-01-23	1	619794490						3	170.00	8										
2025-01-23	1	619794490						4	170.00	8										
2025-01-23	1	296	"Bench Press (Smith Machine, Incline)"	186.7	4,860.0	140.0	lb	1	100.00	15										""
2025-01-23	1	296						2	140.00	10										
2025-01-23	1	296						3	140.00	8										
2025-01-23	1	296						4	140.00	6										
2025-01-23	1	-1468095461	"Rotator, Cuft Flyers cable external"	26.1	135.0	22.5	lb	1	22.50	6										""
2025-01-23	1	153	"Reverse Wrist Curls (Barbell)"	57.6	1,200.0	40.0	lb	1	40.00	12										""
2025-01-23	1	153						2	40.00	10										
2025-01-23	1	153						3	40.00	8										
2025-01-24	1	204	"Russian Twists"	188.8	4,193.1	131.0	lb	1	45.00	12										""
2025-01-24	1	204						2	45.00	10										
2025-01-24	1	204						3	45.00	10										
2025-01-24	1	299	"Leg-Hip Raises (Parallel Bar)"	127.0	2,285.4	95.2	lb	1	35.00	10										""
2025-01-24	1	299						2	35.00	8										
2025-01-24	1	299						3	35.00	6										
2025-01-24	1	1818329018	"Abs Precor"	259.3	8,400.0	180.0	lb	1	100.00	30										""
2025-01-24	1	1818329018						2	180.00	12										
2025-01-24	1	1818329018						3	180.00	10										
2025-01-24	1	1818329018						4	180.00	8										
2025-01-24	1	1950531978	"Bi Arm Curls (Dumbbell, Standing) 1"	104.5	2,620.0	90.0	lb	1	50.00	20										""
2025-01-24	1	1950531978						2	90.00	6										
2025-01-24	1	1950531978						3	90.00	6										
2025-01-24	1	1950531978						4	90.00	6										
2025-01-24	1	2040265246	"Bi Precor Curls"	123.8	2,950.0	110.0	lb	1	60.00	20										""
2025-01-24	1	2040265246						2	110.00	5										
2025-01-24	1	2040265246						3	100.00	6										
2025-01-24	1	2040265246						4	100.00	6										
2025-01-24	1	1432726018	"Rotator, Cuft Flyers internal"	211.1	4,780.0	170.0	lb	1	80.00	30										""
2025-01-24	1	1432726018						2	170.00	8										
2025-01-24	1	1432726018						3	170.00	6										
2025-01-24	1	287	"Shrugs (Smith Machine)"	365.9	8,415.0	315.0	lb	1	225.00	15										""
2025-01-24	1	287						2	315.00	6										
2025-01-24	1	287						3	315.00	5										
2025-01-24	1	287						4	315.00	5										
2025-01-24	1	-1170200923	"Lats Precor Down"	260.7	7,370.0	210.0	lb	1	110.00	25										""
2025-01-24	1	-1170200923						2	210.00	8										
2025-01-24	1	-1170200923						3	210.00	7										
2025-01-24	1	-1170200923						4	210.00	7										
2025-01-24	1	-828121428	"Lats Cable Precor Pull Down"	216.1	5,700.0	150.0	lb	1	100.00	15										""
2025-01-24	1	-828121428						2	150.00	12										
2025-01-24	1	-828121428						3	150.00	8										
2025-01-24	1	-828121428						4	150.00	8										
2025-01-24	1	-732744357	"Mid Back Precor Cable Row"	192.9	4,650.0	150.0	lb	1	100.00	15										""
2025-01-24	1	-732744357						2	150.00	9										
2025-01-24	1	-732744357						3	150.00	6										
2025-01-24	1	-732744357						4	150.00	6										
2025-01-24	1	-1498965558	"Mid Back Precor Row"	186.2	4,650.0	150.0	lb	1	100.00	15										""
2025-01-24	1	-1498965558						2	150.00	7										
2025-01-24	1	-1498965558						3	150.00	8										
2025-01-24	1	-1498965558						4	150.00	6										
2025-01-24	1	154	"Wrist Curls (Barbell)"	66.7	2,500.0	50.0	lb	1	40.00	25										""
2025-01-24	1	154						2	50.00	10										
2025-01-24	1	154						3	50.00	10										
2025-01-24	1	154						4	50.00	10										
2025-01-25	1	362	"Lunges (Smith Machine)"	150.1	3,700.0	100.0	lb	1	100.00	13										""
2025-01-25	1	362						2	100.00	12										
2025-01-25	1	362						3	100.00	12										
2025-01-25	1	101	"Leg Press (45°)"	547.7	18,005.0	365.0	lb	1	225.00	20										""
2025-01-25	1	101						2	365.00	13										
2025-01-25	1	101						3	365.00	12										
2025-01-25	1	101						4	365.00	12										
2025-01-25	1	-512140207	"Back Precor Extension"	295.3	9,160.0	205.0	lb	1	100.00	26										""
2025-01-25	1	-512140207						2	205.00	12										
2025-01-25	1	-512140207						3	205.00	10										
2025-01-25	1	-512140207						4	205.00	10										
2025-01-25	1	1257704043	"Legs Quad Precor Entension"	352.9	9,600.0	245.0	lb	1	150.00	15										""
2025-01-25	1	1257704043						2	245.00	12										
2025-01-25	1	1257704043						3	245.00	10										
2025-01-25	1	1257704043						4	245.00	8										
2025-01-25	1	1551852276	"Legs Precor Press"	374.5	11,400.0	260.0	lb	1	180.00	20										""
2025-01-25	1	1551852276						2	260.00	12										
2025-01-25	1	1551852276						3	260.00	10										
2025-01-25	1	1551852276						4	260.00	8										
2025-01-25	1	145	"Angled Calf Presses"	576.2	18,000.0	400.0	lb	1	260.00	20										""
2025-01-25	1	145						2	400.00	12										
2025-01-25	1	145						3	400.00	10										
2025-01-25	1	145						4	400.00	10										
2025-01-25	1	1376818569	"Inner thigh Precor (Machine, Seated)"	240.1	7,440.0	180.0	lb	1	120.00	26										""
2025-01-25	1	1376818569						2	180.00	10										
2025-01-25	1	1376818569						3	180.00	8										
2025-01-25	1	1376818569						4	180.00	6										
2025-01-25	1	-906318033	"Outer thigh Precor (Machine, Seated)"	223.5	7,080.0	180.0	lb	1	120.00	26										""
2025-01-25	1	-906318033						2	180.00	8										
2025-01-25	1	-906318033						3	180.00	8										
2025-01-25	1	-906318033						4	180.00	6										
2025-01-27	1	74	"Front Raises (Dumbbell)"	66.7	1,200.0	50.0	lb	1	50.00	10										""
2025-01-27	1	74						2	50.00	8										
2025-01-27	1	74						3	50.00	6										
2025-01-27	1	76	"Lateral Raises (Dumbbell)"	53.3	960.0	40.0	lb	1	40.00	10										""
2025-01-27	1	76						2	40.00	8										
2025-01-27	1	76						3	40.00	6										
2025-01-27	1	-1603362153	"Delt Precor Press"	226.7	6,190.0	170.0	lb	1	100.00	25										""
2025-01-27	1	-1603362153						2	170.00	10										
2025-01-27	1	-1603362153						3	170.00	7										
2025-01-27	1	-1603362153						4	160.00	5										
2025-01-27	1	-1679107088	"Tri Pecor Cable Down"	133.4	4,100.0	100.0	lb	1	60.00	25										""
2025-01-27	1	-1679107088						2	100.00	10										
2025-01-27	1	-1679107088						3	100.00	8										
2025-01-27	1	-1679107088						4	100.00	8										
2025-01-27	1	1970422621	"Tri Precor Extensions"	104.5	2,820.0	90.0	lb	1	60.00	20										""
2025-01-27	1	1970422621						2	90.00	6										
2025-01-27	1	1970422621						3	90.00	6										
2025-01-27	1	1970422621						4	90.00	6										
2025-01-27	1	296	"Bench Press (Smith Machine, Incline)"	201.7	6,200.0	140.0	lb	1	100.00	20										""
2025-01-27	1	296						2	140.00	12										
2025-01-27	1	296						3	140.00	10										
2025-01-27	1	296						4	140.00	8										
2025-01-27	1	153	"Reverse Wrist Curls (Barbell)"	57.6	1,200.0	40.0	lb	1	40.00	12										""
2025-01-27	1	153						2	40.00	10										
2025-01-27	1	153						3	40.00	8										
2025-01-27	1	619794490	"Pec Precor Press"	226.7	7,020.0	170.0	lb	1	100.00	26										""
2025-01-27	1	619794490						2	170.00	10										
2025-01-27	1	619794490						3	170.00	8										
2025-01-27	1	619794490						4	170.00	8										
2025-01-27	1	250	"Machine Seated Rear Raises"	197.4	5,540.0	170.0	lb	1	100.00	26										""
2025-01-27	1	250						2	170.00	6										
2025-01-27	1	250						3	160.00	6										
2025-01-27	1	250						4	160.00	6										
2025-01-27	1	1051563442	"Pec Precor Fly"	273.2	7,340.0	220.0	lb	1	130.00	26										""
2025-01-27	1	1051563442						2	220.00	8										
2025-01-27	1	1051563442						3	220.00	6										
2025-01-27	1	1051563442						4	220.00	4										
2025-01-27	1	-1468095461	"Rotator, Cuft Flyers cable external"	26.1	135.0	22.5	lb	1	22.50	6										""
2025-01-28	1	204	"Russian Twists"	190.3	3,964.1	132.1	lb	1	45.00	12										""
2025-01-28	1	204						2	45.00	10										
2025-01-28	1	204						3	45.00	8										
2025-01-28	1	1818329018	"Abs Precor"	259.3	8,150.0	180.0	lb	1	110.00	25										""
2025-01-28	1	1818329018						2	180.00	12										
2025-01-28	1	1818329018						3	180.00	10										
2025-01-28	1	1818329018						4	180.00	8										
2025-01-28	1	299	"Leg-Hip Raises (Parallel Bar)"	128.0	2,303.9	96.0	lb	1	35.00	10										""
2025-01-28	1	299						2	35.00	8										
2025-01-28	1	299						3	35.00	6										
2025-01-28	1	1950531978	"Bi Arm Curls (Dumbbell, Standing) 1"	111.7	2,800.0	90.0	lb	1	50.00	20										""
2025-01-28	1	1950531978						2	90.00	8										
2025-01-28	1	1950531978						3	90.00	6										
2025-01-28	1	1950531978						4	90.00	6										
2025-01-28	1	2040265246	"Bi Precor Curls"	116.1	3,000.0	100.0	lb	1	60.00	20										""
2025-01-28	1	2040265246						2	100.00	6										
2025-01-28	1	2040265246						3	100.00	6										
2025-01-28	1	2040265246						4	100.00	6										
2025-01-28	1	287	"Shrugs (Smith Machine)"	365.9	8,415.0	315.0	lb	1	225.00	15										""
2025-01-28	1	287						2	315.00	6										
2025-01-28	1	287						3	315.00	5										
2025-01-28	1	287						4	315.00	5										
2025-01-28	1	1432726018	"Rotator, Cuft Flyers internal"	211.1	5,060.0	170.0	lb	1	90.00	26										""
2025-01-28	1	1432726018						2	170.00	8										
2025-01-28	1	1432726018						3	170.00	8										
2025-01-28	1	-1170200923	"Lats Precor Down"	260.7	7,690.0	210.0	lb	1	110.00	26										""
2025-01-28	1	-1170200923						2	210.00	8										
2025-01-28	1	-1170200923						3	210.00	8										
2025-01-28	1	-1170200923						4	210.00	7										
2025-01-28	1	-1498965558	"Mid Back Precor Row"	186.2	5,100.0	150.0	lb	1	100.00	15										""
2025-01-28	1	-1498965558						2	150.00	8										
2025-01-28	1	-1498965558						3	150.00	8										
2025-01-28	1	-1498965558						4	150.00	8										
2025-01-28	1	-828121428	"Lats Cable Precor Pull Down"	216.1	5,850.0	150.0	lb	1	100.00	15										""
2025-01-28	1	-828121428						2	150.00	12										
2025-01-28	1	-828121428						3	150.00	9										
2025-01-28	1	-828121428						4	150.00	8										
2025-01-28	1	-732744357	"Mid Back Precor Cable Row"	192.9	4,800.0	150.0	lb	1	100.00	15										""
2025-01-28	1	-732744357						2	150.00	9										
2025-01-28	1	-732744357						3	150.00	7										
2025-01-28	1	-732744357						4	150.00	6										
2025-01-28	1	154	"Wrist Curls (Barbell)"	72.0	2,600.0	50.0	lb	1	40.00	25										""
2025-01-28	1	154						2	50.00	12										
2025-01-28	1	154						3	50.00	10										
2025-01-28	1	154						4	50.00	10										
2025-01-29	1	362	"Lunges (Smith Machine)"	180.1	4,440.0	120.0	lb	1	120.00	13										""
2025-01-29	1	362						2	120.00	12										
2025-01-29	1	362						3	120.00	12										
2025-01-29	1	101	"Leg Press (45°)"	502.9	14,220.0	405.0	lb	1	225.00	20										""
2025-01-29	1	101						2	405.00	8										
2025-01-29	1	101						3	405.00	8										
2025-01-29	1	101						4	405.00	8										
2025-01-29	1	1551852276	"Legs Precor Press"	390.2	12,700.0	260.0	lb	1	180.00	20										""
2025-01-29	1	1551852276						2	260.00	13										
2025-01-29	1	1551852276						3	260.00	12										
2025-01-29	1	1551852276						4	260.00	10										
2025-01-29	1	145	"Angled Calf Presses"	576.2	18,800.0	400.0	lb	1	260.00	20										""
2025-01-29	1	145						2	400.00	12										
2025-01-29	1	145						3	400.00	12										
2025-01-29	1	145						4	400.00	10										
